"BINSIZE","BID","FROM","TO","SIZE","COVERAGE","LENGTH","r","r.all","region.1","region.2","region.3"
3600,98,1216085760,1216089360,3600,3600,25200,0.273627169702592,7,0,0,7
3600,99,1216089360,1216092960,3600,3600,25200,0.273627169702592,7,0,0,7
3600,100,1216092960,1216096560,3600,3600,22140,0.251897301786103,7,0,0,7
3600,101,1216096560,1216100160,3600,3600,21600,0.248062619212605,6,0,0,6
3600,102,1216100160,1216103760,3600,3600,21600,0.248062619212605,6,0,0,6
3600,103,1216103760,1216107360,3600,3600,21660,1.24806261921261,7,0,1,6
3600,104,1216107360,1216110960,3600,3600,20280,0.205754926904913,6,0,0,6
3600,105,1216110960,1216114560,3600,3600,18000,0.13267800382799,5,0,0,5
3600,106,1216114560,1216118160,3600,3600,15120,0.0658256361399674,5,0,0,5
3600,107,1216118160,1216121760,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,108,1216121760,1216125360,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,109,1216125360,1216128960,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,110,1216128960,1216132560,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,111,1216132560,1216136160,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,112,1216136160,1216139760,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,113,1216139760,1216143360,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,114,1216143360,1216146960,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,115,1216146960,1216150560,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,116,1216150560,1216154160,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,117,1216154160,1216157760,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,118,1216157760,1216161360,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,119,1216161360,1216164960,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,120,1216164960,1216168560,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,121,1216168560,1216172160,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,122,1216172160,1216175760,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,123,1216175760,1216179360,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,124,1216179360,1216182960,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,125,1216182960,1216186560,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,126,1216186560,1216190160,3600,3600,14400,0.0491125442179619,4,0,0,4
3600,127,1216190160,1216193760,3600,3600,14400,0.0498323731694981,5,0,1,4
3600,128,1216193760,1216197360,3600,3600,14400,0.0539114038948703,4,0,1,3
3600,129,1216197360,1216200960,3600,3600,14400,0.0539114038948703,4,0,1,3
3600,130,1216200960,1216204560,3600,3600,14400,0.0539114038948703,4,0,1,3
3600,131,1216204560,1216208160,3600,3600,14400,0.0539114038948703,4,0,1,3
3600,132,1216208160,1216211760,3600,3600,14400,0.0549243447308566,5,0,2,3
3600,133,1216211760,1216215360,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,134,1216215360,1216218960,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,135,1216218960,1216222560,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,136,1216222560,1216226160,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,137,1216226160,1216229760,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,138,1216229760,1216233360,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,139,1216233360,1216236960,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,140,1216236960,1216240560,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,141,1216240560,1216244160,3600,3600,14400,0.0589761080748017,4,0,2,2
3600,142,1216244160,1216247760,3600,3600,16620,0.194507243605937,5,0,3,2
3600,143,1216247760,1216251360,3600,3600,18000,0.278756327855021,5,0,3,2
3600,144,1216251360,1216254960,3600,3600,18000,0.278756327855021,5,0,3,2
3600,145,1216254960,1216258560,3600,3600,20820,0.280002483332803,6,0,4,2
3600,146,1216258560,1216262160,3600,3600,21360,0.265695149983153,6,0,4,2
3600,147,1216262160,1216265760,3600,3600,19320,1.07267767149855,7,0,4,3
3600,148,1216265760,1216269360,3600,3600,23040,0.107751224096817,8,0,5,3
3600,149,1216269360,1216272960,3600,3600,30900,1.19218086912853,10,0,6,4
3600,150,1216272960,1216276560,3600,3600,33600,0.195801070521566,10,0,6,4
3600,151,1216276560,1216280160,3600,3600,38820,1.65134417518475,12,0,8,4
3600,152,1216280160,1216283760,3600,3600,42840,1.78295327316759,13,0,8,5
3600,153,1216283760,1216287360,3600,3600,40200,0.348405527546761,12,0,7,5
3600,154,1216287360,1216290960,3600,3600,39600,0.261449005807631,11,0,7,4
3600,155,1216290960,1216294560,3600,3600,39600,0.261449005807631,11,0,7,4
3600,156,1216294560,1216298160,3600,3600,39600,0.261449005807631,11,0,7,4
3600,157,1216298160,1216301760,3600,3600,39600,0.261449005807631,11,0,7,4
3600,158,1216301760,1216305360,3600,3600,39600,0.261449005807631,11,0,7,4
3600,159,1216305360,1216308960,3600,3600,38880,0.243156322880801,11,0,7,4
3600,160,1216308960,1216312560,3600,3600,36000,0.169985591173484,10,0,7,3
3600,161,1216312560,1216316160,3600,3600,36000,0.169985591173484,10,0,7,3
3600,162,1216316160,1216319760,3600,3600,36000,0.169985591173484,10,0,7,3
3600,163,1216319760,1216323360,3600,3600,34980,0.147705119351728,10,0,7,3
3600,164,1216323360,1216326960,3600,3600,34440,0.140695511338139,10,0,6,4
3600,165,1216326960,1216330560,3600,3600,36000,0.178431360394742,10,0,6,4
3600,166,1216330560,1216334160,3600,3600,39180,0.179885885890104,11,0,6,5
3600,167,1216334160,1216337760,3600,3600,39600,0.180077993031001,11,0,6,5
3600,168,1216337760,1216341360,3600,3600,39600,0.180077993031001,11,0,6,5
3600,169,1216341360,1216344960,3600,3600,39600,0.180077993031001,11,0,6,5
3600,170,1216344960,1216348560,3600,3600,39600,0.180077993031001,11,0,6,5
3600,171,1216348560,1216352160,3600,3600,39600,0.180077993031001,11,0,6,5
3600,172,1216352160,1216355760,3600,3600,39600,0.180077993031001,11,0,6,5
3600,173,1216355760,1216359360,3600,3600,39600,0.180077993031001,11,0,6,5
3600,174,1216359360,1216362960,3600,3600,40260,2.13638751684053,13,0,7,6
3600,175,1216362960,1216366560,3600,3600,39300,0.356237488793393,12,0,6,6
3600,176,1216366560,1216370160,3600,3600,36000,0.233313847941457,11,0,6,5
3600,177,1216370160,1216373760,3600,3600,36000,0.217826520505935,10,0,5,5
3600,178,1216373760,1216377360,3600,3600,36000,0.217826520505935,10,0,5,5
3600,179,1216377360,1216380960,3600,3600,36000,0.217826520505935,10,0,5,5
3600,180,1216380960,1216384560,3600,3600,37680,2.2222269058368,14,0,6,8
3600,181,1216384560,1216388160,3600,3600,36000,0.302589608511,10,0,3,7
3600,182,1216388160,1216391760,3600,3600,36000,0.302589608511,10,0,3,7
3600,183,1216391760,1216395360,3600,3600,36000,0.302589608511,10,0,3,7
3600,184,1216395360,1216398960,3600,3600,36000,0.302589608511,10,0,3,7
3600,185,1216398960,1216402560,3600,3600,36000,0.302589608511,10,0,3,7
3600,186,1216402560,1216406160,3600,3600,34980,0.255103574991447,10,0,3,7
3600,187,1216406160,1216409760,3600,3600,32400,0.134991843147872,9,0,3,6
3600,188,1216409760,1216413360,3600,3600,32400,0.134991843147872,9,0,3,6
3600,189,1216413360,1216416960,3600,3600,32400,0.118287087214503,10,0,4,6
3600,190,1216416960,1216420560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,191,1216420560,1216424160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,192,1216424160,1216427760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,193,1216427760,1216431360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,194,1216431360,1216434960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,195,1216434960,1216438560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,196,1216438560,1216442160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,197,1216442160,1216445760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,198,1216445760,1216449360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,199,1216449360,1216452960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,200,1216452960,1216456560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,201,1216456560,1216460160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,202,1216460160,1216463760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,203,1216463760,1216467360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,204,1216467360,1216470960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,205,1216470960,1216474560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,206,1216474560,1216478160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,207,1216478160,1216481760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,208,1216481760,1216485360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,209,1216485360,1216488960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,210,1216488960,1216492560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,211,1216492560,1216496160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,212,1216496160,1216499760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,213,1216499760,1216503360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,214,1216503360,1216506960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,215,1216506960,1216510560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,216,1216510560,1216514160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,217,1216514160,1216517760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,218,1216517760,1216521360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,219,1216521360,1216524960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,220,1216524960,1216528560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,221,1216528560,1216532160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,222,1216532160,1216535760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,223,1216535760,1216539360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,224,1216539360,1216542960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,225,1216542960,1216546560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,226,1216546560,1216550160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,227,1216550160,1216553760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,228,1216553760,1216557360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,229,1216557360,1216560960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,230,1216560960,1216564560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,231,1216564560,1216568160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,232,1216568160,1216571760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,233,1216571760,1216575360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,234,1216575360,1216578960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,235,1216578960,1216582560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,236,1216582560,1216586160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,237,1216586160,1216589760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,238,1216589760,1216593360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,239,1216593360,1216596960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,240,1216596960,1216600560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,241,1216600560,1216604160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,242,1216604160,1216607760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,243,1216607760,1216611360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,244,1216611360,1216614960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,245,1216614960,1216618560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,246,1216618560,1216622160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,247,1216622160,1216625760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,248,1216625760,1216629360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,249,1216629360,1216632960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,250,1216632960,1216636560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,251,1216636560,1216640160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,252,1216640160,1216643760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,253,1216643760,1216647360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,254,1216647360,1216650960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,255,1216650960,1216654560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,256,1216654560,1216658160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,257,1216658160,1216661760,3600,3600,32400,0.034763307547659,9,0,4,5
3600,258,1216661760,1216665360,3600,3600,32400,0.034763307547659,9,0,4,5
3600,259,1216665360,1216668960,3600,3600,32400,0.034763307547659,9,0,4,5
3600,260,1216668960,1216672560,3600,3600,32400,0.034763307547659,9,0,4,5
3600,261,1216672560,1216676160,3600,3600,32400,0.034763307547659,9,0,4,5
3600,262,1216676160,1216679760,3600,3600,35940,0.0520349703111251,10,0,4,6
3600,263,1216679760,1216683360,3600,3600,36000,0.0523277103579635,10,0,4,6
3600,264,1216683360,1216686960,3600,3600,36000,0.0523277103579635,10,0,4,6
3600,265,1216686960,1216690560,3600,3600,36360,1.05232771035796,11,0,5,6
3600,266,1216690560,1216694160,3600,3600,36000,0.0523277103579635,10,0,4,6
3600,267,1216694160,1216697760,3600,3600,36000,0.0523277103579635,10,0,4,6
3600,268,1216697760,1216701360,3600,3600,38820,1.0536212157576,12,0,5,7
3600,269,1216701360,1216704960,3600,3600,39600,0.0541326016132653,11,0,4,7
3600,270,1216704960,1216708560,3600,3600,39600,0.0541326016132653,11,0,4,7
3600,271,1216708560,1216712160,3600,3600,41220,0.089658917402739,12,0,4,8
3600,272,1216712160,1216715760,3600,3600,43200,0.271834899107232,13,0,4,9
3600,273,1216715760,1216719360,3600,3600,43200,0.322291236951927,12,0,3,9
3600,274,1216719360,1216722960,3600,3600,43200,0.322291236951927,12,0,3,9
3600,275,1216722960,1216726560,3600,3600,43200,0.322291236951927,12,0,3,9
3600,276,1216726560,1216730160,3600,3600,43200,0.322291236951927,12,0,3,9
3600,277,1216730160,1216733760,3600,3600,43200,0.208781396333,13,0,4,9
3600,278,1216733760,1216737360,3600,3600,43200,0.174234923101152,12,0,4,8
3600,279,1216737360,1216740960,3600,3600,43200,0.174234923101152,12,0,4,8
3600,280,1216740960,1216744560,3600,3600,43200,0.174234923101152,12,0,4,8
3600,281,1216744560,1216748160,3600,3600,43200,0.174234923101152,12,0,4,8
3600,282,1216748160,1216751760,3600,3600,43200,0.174234923101152,12,0,4,8
3600,283,1216751760,1216755360,3600,3600,43200,0.174234923101152,12,0,4,8
3600,284,1216755360,1216758960,3600,3600,43200,0.141639862019699,13,0,5,8
3600,285,1216758960,1216762560,3600,3600,43200,0.132624206826957,12,0,5,7
3600,286,1216762560,1216766160,3600,3600,43200,0.132624206826957,12,0,5,7
3600,287,1216766160,1216769760,3600,3600,43200,1.15779171197708,14,0,6,8
3600,288,1216769760,1216773360,3600,3600,43200,0.24100135652185,12,0,5,7
3600,289,1216773360,1216776960,3600,3600,43200,0.24100135652185,12,0,5,7
3600,290,1216776960,1216780560,3600,3600,43200,0.24100135652185,12,0,5,7
3600,291,1216780560,1216784160,3600,3600,43200,0.24100135652185,12,0,5,7
3600,292,1216784160,1216787760,3600,3600,43200,0.24100135652185,12,0,5,7
3600,293,1216787760,1216791360,3600,3600,43200,0.24100135652185,12,0,5,7
3600,294,1216791360,1216794960,3600,3600,43200,0.24100135652185,12,0,5,7
3600,295,1216794960,1216798560,3600,3600,43200,0.24100135652185,12,0,5,7
3600,296,1216798560,1216802160,3600,3600,41460,1.24348129433827,13,1,4,8
3600,297,1216802160,1216805760,3600,3600,39600,0.195311737498191,11,0,3,8
3600,298,1216805760,1216809360,3600,3600,39600,0.195311737498191,11,0,3,8
3600,299,1216809360,1216812960,3600,3600,39600,0.195311737498191,11,0,3,8
3600,300,1216812960,1216816560,3600,3600,41880,0.199827483190407,12,0,4,8
3600,301,1216816560,1216820160,3600,3600,43200,0.202441862275374,12,0,4,8
3600,302,1216820160,1216823760,3600,3600,43200,0.202441862275374,12,0,4,8
3600,303,1216823760,1216827360,3600,3600,43200,0.202441862275374,12,0,4,8
3600,304,1216827360,1216830960,3600,3600,43200,0.148477717917515,13,0,5,8
3600,305,1216830960,1216834560,3600,3600,43200,0.141350378096666,12,0,5,7
3600,306,1216834560,1216838160,3600,3600,43200,0.141350378096666,12,0,5,7
3600,307,1216838160,1216841760,3600,3600,43200,0.141350378096666,12,0,5,7
3600,308,1216841760,1216845360,3600,3600,43200,0.141350378096666,12,0,5,7
3600,309,1216845360,1216848960,3600,3600,43200,0.141350378096666,12,0,5,7
3600,310,1216848960,1216852560,3600,3600,43200,0.141350378096666,12,0,5,7
3600,311,1216852560,1216856160,3600,3600,39600,0.104013725949808,11,0,4,7
3600,312,1216856160,1216859760,3600,3600,42600,0.241000027319671,12,0,5,7
3600,313,1216859760,1216863360,3600,3600,43200,0.268397287593644,12,0,5,7
3600,314,1216863360,1216866960,3600,3600,43200,0.268397287593644,12,0,5,7
3600,315,1216866960,1216870560,3600,3600,45420,1.32358123408194,14,0,6,8
3600,316,1216870560,1216874160,3600,3600,46800,0.368731735754179,13,0,5,8
3600,317,1216874160,1216877760,3600,3600,46800,0.368731735754179,13,0,5,8
3600,318,1216877760,1216881360,3600,3600,44100,0.355676955491898,14,0,6,8
3600,319,1216881360,1216884960,3600,3600,41040,1.07567266018893,12,0,5,7
3600,320,1216884960,1216888560,3600,3600,39600,0.269782188058046,12,0,4,8
3600,321,1216888560,1216892160,3600,3600,39600,0.292739196948559,11,0,3,8
3600,322,1216892160,1216895760,3600,3600,39600,0.292739196948559,11,0,3,8
3600,323,1216895760,1216899360,3600,3600,39600,0.292739196948559,11,0,3,8
3600,324,1216899360,1216902960,3600,3600,39600,0.292739196948559,11,0,3,8
3600,325,1216902960,1216906560,3600,3600,39600,0.235343968362781,12,0,4,8
3600,326,1216906560,1216910160,3600,3600,39600,0.0594593127631642,12,0,5,7
3600,327,1216910160,1216913760,3600,3600,39600,0.0324817000126376,11,0,5,6
3600,328,1216913760,1216917360,3600,3600,39600,0.0324817000126376,11,0,5,6
3600,329,1216917360,1216920960,3600,3600,39600,0.0324817000126376,11,0,5,6
3600,330,1216920960,1216924560,3600,3600,39600,0.0324817000126376,11,0,5,6
3600,331,1216924560,1216928160,3600,3600,43020,0.0777903339182492,13,0,7,6
3600,332,1216928160,1216931760,3600,3600,43200,0.203573757972684,12,0,7,5
3600,333,1216931760,1216935360,3600,3600,43200,0.203573757972684,12,0,7,5
3600,334,1216935360,1216938960,3600,3600,43200,0.203573757972684,12,0,7,5
3600,335,1216938960,1216942560,3600,3600,43200,0.203573757972684,12,0,7,5
3600,336,1216942560,1216946160,3600,3600,43200,0.203573757972684,12,0,7,5
3600,337,1216946160,1216949760,3600,3600,41700,1.11661723623355,13,0,7,6
3600,338,1216949760,1216953360,3600,3600,39600,0.0296607144944228,11,0,6,5
3600,339,1216953360,1216956960,3600,3600,39600,0.0296607144944228,11,0,6,5
3600,340,1216956960,1216960560,3600,3600,39600,0.0296607144944228,11,0,6,5
3600,341,1216960560,1216964160,3600,3600,39600,0.0296607144944228,11,0,6,5
3600,342,1216964160,1216967760,3600,3600,39600,0.0296607144944228,11,0,6,5
3600,343,1216967760,1216971360,3600,3600,39600,0.0296607144944228,11,0,6,5
3600,344,1216971360,1216974960,3600,3600,39600,0.0296607144944228,11,0,6,5
